ID,marital,education,job,default
24455,single,professional.course,technician,no
24456,single,high.school,admin.,
24457,married,university.degree,admin.,no
24458,married,high.school,admin.,no
24459,married,university.degree,admin.,
24460,divorced,professional.course,retired,no
24461,married,university.degree,entrepreneur,
24462,married,university.degree,technician,no
24463,married,university.degree,admin.,no
24464,married,basic.6y,blue-collar,no
24465,married,university.degree,admin.,no
24466,married,high.school,admin.,
24467,married,professional.course,technician,no
24468,married,university.degree,admin.,no
24469,single,university.degree,technician,no
24470,divorced,,management,no
24471,married,basic.9y,blue-collar,no
24472,married,basic.4y,blue-collar,no
24473,married,university.degree,admin.,
24474,divorced,high.school,services,no
24475,divorced,high.school,services,
24476,married,university.degree,management,no
24477,married,university.degree,management,no
24478,divorced,university.degree,admin.,no
24479,married,professional.course,technician,no
24480,married,high.school,blue-collar,no
24481,divorced,university.degree,admin.,
24482,single,university.degree,self-employed,no
24483,married,university.degree,management,no
24484,married,basic.9y,blue-collar,no
24485,single,professional.course,technician,no
24486,married,professional.course,technician,no
24487,divorced,high.school,unemployed,no
24488,married,high.school,blue-collar,no
24489,divorced,basic.9y,blue-collar,no
24490,divorced,high.school,admin.,no
24491,married,high.school,admin.,no
24492,married,basic.9y,blue-collar,no
24493,married,high.school,admin.,no
24494,single,university.degree,admin.,no
24495,married,basic.9y,unemployed,no
24496,married,basic.9y,blue-collar,no
24497,married,basic.4y,services,
24498,single,university.degree,self-employed,no
24499,single,university.degree,self-employed,no
24500,married,university.degree,self-employed,
24501,single,university.degree,entrepreneur,
24502,married,high.school,blue-collar,no
24503,married,,management,no
24504,married,professional.course,unemployed,no
24505,married,high.school,admin.,
24506,married,university.degree,admin.,no
24507,married,university.degree,self-employed,no
24508,married,high.school,admin.,no
24509,married,university.degree,management,no
24510,married,university.degree,housemaid,no
24511,single,university.degree,technician,no
24512,divorced,university.degree,management,no
24513,married,university.degree,management,no
24514,married,basic.4y,services,no
24515,married,basic.4y,services,no
24516,single,basic.9y,blue-collar,no
24517,single,high.school,admin.,no
24518,divorced,university.degree,management,no
24519,single,high.school,technician,no
24520,divorced,university.degree,admin.,no
24521,single,professional.course,self-employed,no
24522,married,university.degree,management,no
24523,married,basic.4y,blue-collar,no
24524,married,high.school,management,no
24525,married,university.degree,unemployed,
24526,divorced,high.school,services,
24527,married,basic.4y,retired,
24528,married,high.school,admin.,no
24529,single,high.school,self-employed,no
24530,married,university.degree,entrepreneur,no
24531,married,university.degree,entrepreneur,
24532,married,professional.course,technician,no
24533,married,basic.4y,blue-collar,no
24534,divorced,high.school,services,
24535,single,university.degree,self-employed,no
24536,married,basic.9y,management,no
24537,married,,technician,
24538,married,high.school,admin.,no
24539,married,high.school,admin.,no
24540,married,university.degree,self-employed,no
24541,single,basic.9y,housemaid,
24542,married,university.degree,self-employed,no
24543,married,high.school,services,no
24544,married,high.school,admin.,no
24545,married,university.degree,self-employed,no
24546,married,high.school,admin.,no
24547,married,high.school,admin.,
24548,married,professional.course,technician,no
24549,married,professional.course,technician,no
24550,married,university.degree,management,no
24551,married,high.school,admin.,
24552,single,university.degree,management,no
24553,married,basic.6y,blue-collar,no
24554,married,professional.course,technician,no
24555,divorced,high.school,admin.,no
24556,married,high.school,services,no
24557,single,basic.9y,technician,
24558,single,basic.9y,technician,
24559,married,basic.9y,blue-collar,no
24560,married,professional.course,services,no
24561,married,high.school,admin.,no
24562,married,university.degree,technician,no
24563,married,university.degree,admin.,no
24564,divorced,university.degree,admin.,no
24565,married,basic.4y,entrepreneur,no
24566,single,university.degree,admin.,no
24567,married,basic.9y,self-employed,
24568,married,university.degree,admin.,no
24569,married,university.degree,admin.,no
24570,married,high.school,services,no
24571,divorced,high.school,blue-collar,no
24572,single,basic.9y,blue-collar,no
24573,married,basic.9y,self-employed,
24574,married,university.degree,housemaid,no
24575,single,university.degree,blue-collar,no
24576,married,basic.9y,technician,no
24577,married,university.degree,self-employed,no
24578,married,basic.9y,self-employed,
24579,married,university.degree,entrepreneur,
24580,married,high.school,technician,no
24581,single,basic.9y,management,no
24582,married,basic.9y,entrepreneur,no
24583,married,basic.6y,entrepreneur,
24584,married,high.school,technician,no
24585,divorced,high.school,admin.,no
24586,divorced,high.school,admin.,no
24587,married,basic.9y,entrepreneur,no
24588,divorced,professional.course,retired,no
24589,married,university.degree,admin.,no
24590,married,university.degree,management,no
24591,single,high.school,admin.,no
24592,married,high.school,entrepreneur,no
24593,divorced,high.school,admin.,no
24594,single,university.degree,technician,no
24595,married,university.degree,self-employed,no
24596,single,basic.9y,services,no
24597,married,high.school,admin.,no
24598,single,high.school,admin.,
24599,single,high.school,services,
24600,divorced,high.school,admin.,no
24601,single,university.degree,entrepreneur,no
24602,married,basic.9y,blue-collar,no
24603,married,high.school,management,
24604,married,basic.6y,technician,no
24605,married,university.degree,entrepreneur,
24606,married,university.degree,entrepreneur,no
24607,married,professional.course,entrepreneur,no
24608,married,basic.9y,technician,no
24609,divorced,university.degree,admin.,no
24610,married,basic.4y,blue-collar,no
24611,married,high.school,unemployed,no
24612,married,high.school,admin.,no
24613,married,basic.9y,blue-collar,no
24614,single,high.school,services,no
24615,single,university.degree,technician,no
24616,single,university.degree,blue-collar,no
24617,married,professional.course,services,no
24618,married,basic.6y,admin.,no
24619,divorced,university.degree,entrepreneur,no
24620,single,professional.course,technician,no
24621,married,high.school,housemaid,
24622,married,basic.4y,entrepreneur,no
24623,married,high.school,services,no
24624,married,basic.9y,blue-collar,no
24625,married,professional.course,blue-collar,no
24626,married,high.school,services,no
24627,married,basic.9y,blue-collar,no
24628,married,university.degree,entrepreneur,
24629,married,university.degree,management,no
24630,divorced,basic.9y,blue-collar,no
24631,married,university.degree,admin.,no
24632,married,basic.4y,blue-collar,no
24633,married,basic.4y,blue-collar,
24634,divorced,high.school,management,no
24635,married,university.degree,management,no
24636,married,professional.course,management,no
24637,married,university.degree,management,no
24638,married,basic.9y,entrepreneur,no
24639,married,university.degree,management,no
24640,single,university.degree,admin.,no
24641,married,university.degree,admin.,no
24642,married,university.degree,admin.,no
24643,married,professional.course,technician,no
24644,married,university.degree,retired,no
24645,single,basic.9y,admin.,no
24646,single,professional.course,technician,no
24647,divorced,university.degree,admin.,no
24648,single,professional.course,technician,no
24649,married,high.school,technician,no
24650,married,basic.9y,blue-collar,
24651,married,university.degree,management,no
24652,married,professional.course,technician,no
24653,divorced,university.degree,management,no
24654,married,basic.9y,blue-collar,no
24655,married,university.degree,admin.,
24656,married,university.degree,management,no
24657,married,high.school,management,no
24658,married,high.school,blue-collar,no
24659,married,basic.9y,housemaid,no
24660,married,university.degree,admin.,no
24661,married,university.degree,admin.,no
24662,married,basic.4y,entrepreneur,no
24663,single,university.degree,entrepreneur,
24664,married,professional.course,blue-collar,no
24665,single,,student,no
24666,married,university.degree,retired,no
24667,married,university.degree,management,
24668,married,basic.9y,blue-collar,no
24669,married,basic.9y,self-employed,
24670,single,university.degree,self-employed,no
24671,divorced,high.school,services,no
24672,married,high.school,services,no
24673,married,high.school,management,no
24674,married,university.degree,entrepreneur,no
24675,married,university.degree,entrepreneur,
24676,married,high.school,admin.,no
24677,married,university.degree,management,no
24678,married,high.school,entrepreneur,no
24679,single,basic.9y,blue-collar,no
24680,married,university.degree,technician,no
24681,married,university.degree,entrepreneur,
24682,married,high.school,blue-collar,
24683,married,basic.4y,admin.,no
24684,married,basic.6y,blue-collar,no
24685,married,high.school,services,no
24686,married,high.school,services,no
24687,married,basic.9y,blue-collar,no
24688,married,university.degree,admin.,no
24689,married,university.degree,management,no
24690,married,professional.course,admin.,no
24691,divorced,university.degree,entrepreneur,no
24692,divorced,university.degree,entrepreneur,no
24693,divorced,university.degree,entrepreneur,no
24694,married,university.degree,entrepreneur,no
24695,married,professional.course,admin.,no
24696,divorced,university.degree,entrepreneur,no
24697,divorced,university.degree,entrepreneur,no
24698,divorced,basic.9y,blue-collar,
24699,married,university.degree,admin.,no
24700,married,,admin.,no
24701,married,professional.course,admin.,no
24702,divorced,professional.course,technician,no
24703,married,university.degree,admin.,no
24704,married,basic.9y,unemployed,
24705,divorced,high.school,services,
24706,married,basic.9y,admin.,no
24707,married,basic.9y,services,
24708,married,basic.9y,entrepreneur,
24709,married,basic.9y,services,
24710,married,basic.9y,services,
24711,married,basic.6y,management,
24712,married,university.degree,self-employed,
24713,married,basic.4y,self-employed,no
24714,married,university.degree,management,no
24715,divorced,basic.9y,blue-collar,no
24716,married,university.degree,self-employed,no
24717,married,university.degree,entrepreneur,no
24718,married,university.degree,entrepreneur,
24719,married,basic.6y,blue-collar,no
24720,married,university.degree,entrepreneur,
24721,married,university.degree,admin.,no
24722,married,basic.9y,entrepreneur,
24723,married,university.degree,entrepreneur,
24724,married,university.degree,entrepreneur,no
24725,divorced,basic.4y,retired,no
24726,single,university.degree,management,no
24727,married,professional.course,retired,no
24728,married,university.degree,entrepreneur,no
24729,married,basic.9y,unemployed,
24730,single,university.degree,technician,no
24731,married,university.degree,entrepreneur,
24732,married,high.school,unemployed,no
24733,married,professional.course,technician,no
24734,married,high.school,admin.,no
24735,married,professional.course,technician,no
24736,single,university.degree,admin.,no
24737,married,professional.course,admin.,
24738,married,professional.course,technician,
24739,married,high.school,admin.,no
24740,married,university.degree,management,no
24741,married,university.degree,admin.,no
24742,married,professional.course,technician,no
24743,divorced,university.degree,admin.,no
24744,divorced,professional.course,technician,
24745,divorced,university.degree,admin.,no
24746,single,professional.course,services,no
24747,divorced,basic.9y,self-employed,no
24748,married,professional.course,management,no
24749,married,professional.course,management,no
24750,divorced,professional.course,technician,no
24751,single,basic.6y,blue-collar,no
24752,divorced,basic.6y,admin.,no
24753,married,university.degree,management,no
24754,married,basic.4y,retired,no
24755,married,university.degree,technician,no
24756,married,university.degree,technician,no
24757,married,university.degree,admin.,no
24758,divorced,high.school,services,no
24759,married,high.school,unemployed,no
24760,married,basic.9y,self-employed,no
24761,married,high.school,unemployed,no
24762,married,basic.9y,self-employed,no
24763,married,university.degree,management,no
24764,married,basic.9y,blue-collar,no
24765,married,basic.9y,blue-collar,no
24766,single,university.degree,admin.,no
24767,single,university.degree,admin.,no
24768,married,university.degree,services,no
24769,single,basic.9y,entrepreneur,no
24770,single,high.school,blue-collar,no
24771,married,professional.course,blue-collar,no
24772,married,,admin.,
24773,married,university.degree,management,no
24774,married,basic.9y,blue-collar,no
24775,married,university.degree,management,no
24776,married,university.degree,management,no
24777,single,high.school,blue-collar,no
24778,married,professional.course,technician,no
24779,married,basic.4y,blue-collar,no
24780,married,high.school,admin.,
24781,married,professional.course,blue-collar,no
24782,married,professional.course,blue-collar,no
24783,married,professional.course,blue-collar,no
24784,married,basic.9y,entrepreneur,no
24785,married,professional.course,blue-collar,no
24786,married,basic.9y,technician,no
24787,married,basic.9y,entrepreneur,no
24788,married,university.degree,management,no
24789,married,professional.course,blue-collar,no
24790,married,high.school,admin.,no
24791,married,high.school,admin.,no
24792,married,university.degree,entrepreneur,no
24793,married,high.school,admin.,no
24794,married,university.degree,management,no
24795,married,high.school,services,no
24796,married,professional.course,technician,no
24797,divorced,university.degree,management,
24798,single,professional.course,technician,no
24799,divorced,basic.4y,entrepreneur,no
24800,single,basic.9y,self-employed,no
24801,married,basic.9y,self-employed,
24802,married,high.school,technician,no
24803,married,basic.4y,self-employed,no
24804,single,university.degree,admin.,no
24805,married,high.school,admin.,no
24806,married,professional.course,technician,no
24807,married,basic.9y,entrepreneur,no
24808,single,high.school,admin.,no
24809,married,basic.9y,blue-collar,no
24810,married,high.school,admin.,no
24811,single,university.degree,admin.,no
24812,married,,technician,no
24813,single,university.degree,admin.,no
24814,married,,technician,no
24815,married,high.school,admin.,no
24816,married,university.degree,management,no
24817,married,basic.9y,blue-collar,no
24818,married,basic.9y,blue-collar,no
24819,single,basic.6y,unemployed,
24820,married,basic.9y,blue-collar,no
24821,single,basic.6y,unemployed,
24822,married,basic.9y,blue-collar,
24823,married,university.degree,admin.,no
24824,divorced,high.school,services,no
24825,married,basic.6y,services,
24826,divorced,professional.course,housemaid,no
24827,married,basic.9y,blue-collar,no
24828,divorced,high.school,self-employed,no
24829,married,basic.9y,blue-collar,no
24830,married,basic.9y,blue-collar,no
24831,married,high.school,admin.,no
24832,single,professional.course,technician,no
24833,divorced,high.school,services,no
24834,married,basic.9y,blue-collar,no
24835,divorced,university.degree,admin.,no
24836,divorced,university.degree,self-employed,no
24837,married,university.degree,management,no
24838,married,basic.9y,blue-collar,no
24839,married,university.degree,admin.,no
24840,married,professional.course,technician,no
24841,single,basic.9y,blue-collar,no
24842,married,university.degree,self-employed,no
24843,married,basic.4y,entrepreneur,no
24844,divorced,university.degree,admin.,no
24845,married,high.school,management,no
24846,married,basic.4y,blue-collar,no
24847,married,basic.9y,blue-collar,no
24848,married,basic.6y,services,no
24849,married,university.degree,management,no
24850,married,university.degree,admin.,no
24851,divorced,high.school,management,no
24852,married,university.degree,management,no
24853,divorced,basic.9y,housemaid,no
24854,married,university.degree,admin.,no
24855,divorced,high.school,technician,no
24856,married,university.degree,entrepreneur,
24857,married,university.degree,admin.,
24858,married,high.school,admin.,no
24859,married,high.school,services,
24860,married,university.degree,admin.,
24861,married,basic.9y,blue-collar,no
24862,single,university.degree,admin.,no
24863,single,university.degree,management,no
24864,married,university.degree,housemaid,
24865,divorced,basic.6y,entrepreneur,no
24866,married,high.school,unemployed,yes
24867,married,professional.course,blue-collar,no
24868,married,basic.9y,blue-collar,no
24869,married,basic.4y,management,no
24870,married,basic.9y,entrepreneur,no
24871,single,high.school,management,
24872,married,university.degree,admin.,no
24873,divorced,university.degree,admin.,no
24874,married,university.degree,management,no
24875,single,basic.4y,blue-collar,no
24876,married,,admin.,
24877,married,high.school,services,no
24878,single,high.school,management,
24879,married,university.degree,management,no
24880,married,professional.course,technician,no
24881,single,professional.course,technician,no
24882,single,high.school,admin.,no
24883,single,university.degree,blue-collar,
24884,married,high.school,admin.,no
24885,married,high.school,services,no
24886,married,basic.9y,services,no
24887,married,professional.course,technician,no
24888,married,university.degree,management,no
24889,divorced,professional.course,housemaid,no
24890,married,high.school,blue-collar,no
24891,married,professional.course,entrepreneur,
24892,married,high.school,admin.,no
24893,married,basic.4y,blue-collar,no
24894,married,high.school,services,no
24895,divorced,basic.6y,blue-collar,no
24896,married,university.degree,self-employed,no
24897,married,university.degree,self-employed,no
24898,single,university.degree,admin.,no
24899,married,university.degree,admin.,no
24900,married,basic.4y,blue-collar,no
24901,married,basic.9y,blue-collar,no
24902,single,professional.course,technician,no
24903,married,basic.6y,unemployed,no
24904,married,high.school,services,no
24905,married,high.school,services,no
24906,married,basic.9y,blue-collar,no
24907,married,professional.course,technician,no
24908,married,basic.4y,entrepreneur,no
24909,married,basic.6y,services,
24910,single,basic.9y,admin.,no
24911,married,high.school,services,no
24912,married,high.school,unemployed,no
24913,married,high.school,unemployed,no
24914,single,high.school,blue-collar,no
24915,single,university.degree,entrepreneur,no
24916,married,university.degree,admin.,no
24917,divorced,basic.6y,blue-collar,no
24918,married,high.school,technician,no
24919,divorced,,blue-collar,no
24920,single,high.school,blue-collar,no
24921,married,basic.9y,blue-collar,no
24922,married,basic.9y,blue-collar,no
24923,single,university.degree,technician,no
24924,divorced,,blue-collar,no
24925,married,professional.course,technician,no
24926,single,high.school,technician,no
24927,married,high.school,management,no
24928,divorced,,blue-collar,no
24929,married,university.degree,management,no
24930,married,high.school,unemployed,no
24931,divorced,university.degree,admin.,no
24932,divorced,university.degree,admin.,no
24933,married,university.degree,management,no
24934,married,university.degree,management,no
24935,married,high.school,services,no
24936,married,university.degree,management,no
24937,divorced,university.degree,admin.,no
24938,divorced,university.degree,admin.,no
24939,married,university.degree,entrepreneur,
24940,married,basic.4y,housemaid,no
24941,married,professional.course,entrepreneur,no
24942,married,high.school,admin.,no
24943,married,high.school,technician,no
24944,married,university.degree,management,
24945,single,university.degree,management,no
24946,divorced,basic.9y,admin.,no
24947,married,basic.9y,management,no
24948,single,university.degree,technician,no
24949,divorced,professional.course,technician,no
24950,married,basic.9y,blue-collar,no
24951,divorced,professional.course,technician,no
24952,divorced,professional.course,technician,no
24953,married,professional.course,retired,no
24954,married,basic.4y,blue-collar,no
24955,divorced,high.school,admin.,no
24956,divorced,high.school,services,no
24957,married,university.degree,management,no
24958,single,university.degree,admin.,no
24959,married,university.degree,admin.,no
24960,married,high.school,admin.,no
24961,married,professional.course,technician,no
24962,married,university.degree,admin.,no
24963,single,high.school,student,no
24964,married,high.school,admin.,no
24965,married,high.school,services,no
24966,divorced,basic.6y,blue-collar,no
24967,married,high.school,retired,no
24968,married,professional.course,technician,no
24969,married,high.school,retired,no
24970,married,basic.9y,management,no
24971,married,basic.6y,services,no
24972,married,basic.9y,services,no
24973,married,university.degree,self-employed,no
24974,married,high.school,admin.,no
24975,single,university.degree,unemployed,no
24976,married,high.school,services,no
24977,married,professional.course,blue-collar,no
24978,married,basic.6y,admin.,no
24979,married,basic.4y,self-employed,no
24980,married,high.school,admin.,no
24981,married,basic.9y,entrepreneur,no
24982,married,high.school,admin.,no
24983,married,professional.course,technician,no
24984,married,university.degree,management,no
24985,married,professional.course,entrepreneur,no
24986,married,high.school,management,no
24987,married,basic.9y,admin.,no
24988,married,university.degree,technician,no
24989,married,basic.4y,management,no
24990,married,basic.4y,self-employed,no
24991,divorced,basic.4y,entrepreneur,no
24992,married,high.school,management,no
24993,married,university.degree,technician,no
24994,single,university.degree,management,no
24995,married,basic.9y,entrepreneur,no
24996,married,university.degree,technician,no
24997,married,basic.9y,entrepreneur,no
24998,divorced,university.degree,admin.,no
24999,married,basic.9y,entrepreneur,no
25000,single,university.degree,admin.,no
25001,divorced,university.degree,admin.,no
25002,single,university.degree,technician,no
25003,married,basic.6y,management,no
25004,married,high.school,admin.,no
25005,married,basic.9y,technician,no
25006,married,university.degree,management,no
25007,divorced,university.degree,admin.,no
25008,married,high.school,services,no
25009,single,high.school,management,no
25010,married,basic.9y,technician,no
25011,divorced,university.degree,admin.,no
25012,married,high.school,services,no
25013,single,high.school,admin.,no
25014,divorced,high.school,technician,no
25015,married,professional.course,technician,no
25016,single,university.degree,entrepreneur,no
25017,married,professional.course,technician,no
25018,married,high.school,admin.,no
25019,single,high.school,technician,no
25020,divorced,high.school,admin.,no
25021,married,university.degree,self-employed,no
25022,married,university.degree,technician,no
25023,married,high.school,technician,no
25024,divorced,university.degree,self-employed,no
25025,single,high.school,management,no
25026,married,university.degree,management,no
25027,single,high.school,services,no
25028,married,high.school,management,no
25029,married,high.school,admin.,no
25030,married,university.degree,technician,no
25031,married,basic.4y,entrepreneur,no
25032,single,high.school,management,no
25033,married,basic.4y,housemaid,no
25034,single,professional.course,technician,no
25035,married,professional.course,admin.,no
25036,single,basic.9y,technician,no
25037,divorced,professional.course,services,no
25038,married,professional.course,retired,no
25039,single,high.school,admin.,
25040,divorced,professional.course,services,no
25041,married,high.school,technician,no
25042,married,high.school,technician,no
25043,married,basic.9y,self-employed,no
25044,married,professional.course,technician,no
25045,single,university.degree,management,no
25046,married,university.degree,management,no
25047,married,university.degree,management,no
25048,single,university.degree,management,no
25049,single,high.school,admin.,no
25050,married,high.school,services,no
25051,married,university.degree,retired,no
25052,single,high.school,technician,no
25053,single,basic.9y,blue-collar,no
25054,married,university.degree,unemployed,no
25055,single,,admin.,
25056,married,basic.4y,retired,no
25057,single,university.degree,admin.,no
25058,single,university.degree,technician,no
25059,single,university.degree,management,no
25060,married,high.school,services,no
25061,single,university.degree,admin.,no
25062,married,professional.course,technician,
25063,married,university.degree,management,no
25064,married,high.school,management,no
25065,married,professional.course,admin.,no
25066,single,university.degree,unemployed,no
25067,married,high.school,admin.,no
25068,married,university.degree,management,no
25069,married,high.school,services,no
25070,single,university.degree,management,no
25071,married,high.school,entrepreneur,no
25072,married,high.school,services,no
25073,married,basic.6y,self-employed,
25074,married,university.degree,management,no
25075,divorced,basic.9y,retired,
25076,married,university.degree,management,no
25077,married,basic.9y,services,no
25078,divorced,basic.9y,retired,
25079,divorced,basic.9y,retired,
25080,divorced,university.degree,admin.,no
25081,divorced,basic.9y,retired,
25082,married,university.degree,management,no
25083,married,professional.course,admin.,no
25084,divorced,basic.9y,blue-collar,no
25085,single,high.school,admin.,no
25086,married,high.school,unemployed,no
25087,married,university.degree,admin.,no
25088,married,high.school,admin.,no
25089,married,university.degree,management,no
25090,married,university.degree,technician,no
25091,single,university.degree,admin.,no
25092,single,basic.9y,blue-collar,no
25093,married,professional.course,management,no
25094,married,university.degree,admin.,no
25095,single,university.degree,entrepreneur,no
25096,divorced,basic.9y,blue-collar,no
25097,married,university.degree,management,no
25098,divorced,basic.9y,blue-collar,no
25099,married,basic.4y,blue-collar,
25100,married,basic.4y,self-employed,no
25101,single,university.degree,unemployed,no
25102,single,high.school,management,
25103,married,basic.9y,blue-collar,
25104,divorced,high.school,services,no
25105,married,basic.4y,blue-collar,
25106,married,university.degree,management,no
25107,married,university.degree,management,no
25108,single,university.degree,management,no
25109,married,high.school,services,no
25110,married,high.school,services,no
25111,married,basic.9y,blue-collar,no
25112,married,basic.4y,self-employed,no
25113,married,high.school,services,no
25114,married,high.school,services,no
25115,divorced,professional.course,technician,no
25116,divorced,professional.course,technician,no
25117,married,professional.course,management,no
25118,divorced,high.school,services,no
25119,married,basic.9y,technician,no
25120,married,high.school,admin.,no
25121,divorced,high.school,services,no
25122,single,basic.9y,blue-collar,
25123,married,university.degree,self-employed,no
25124,single,university.degree,admin.,no
25125,married,basic.9y,blue-collar,no
25126,married,university.degree,services,no
25127,married,university.degree,admin.,no
25128,single,high.school,blue-collar,
25129,single,high.school,self-employed,no
25130,married,basic.4y,entrepreneur,no
25131,married,professional.course,entrepreneur,no
25132,single,university.degree,technician,no
25133,married,university.degree,admin.,
25134,married,basic.9y,unemployed,no
25135,married,basic.4y,blue-collar,
25136,married,basic.9y,entrepreneur,no
25137,married,university.degree,management,no
25138,married,basic.4y,entrepreneur,no
25139,married,university.degree,admin.,no
25140,married,basic.6y,blue-collar,no
25141,single,university.degree,entrepreneur,no
25142,married,university.degree,admin.,no
25143,married,university.degree,management,no
25144,married,professional.course,self-employed,no
25145,married,basic.9y,self-employed,no
25146,married,university.degree,entrepreneur,no
25147,divorced,basic.6y,services,no
25148,single,professional.course,technician,no
25149,married,university.degree,admin.,no
25150,divorced,professional.course,technician,no
25151,divorced,professional.course,technician,no
25152,married,professional.course,blue-collar,
25153,married,basic.9y,services,no
25154,married,professional.course,services,no
25155,married,high.school,blue-collar,no
25156,married,university.degree,management,no
25157,married,high.school,admin.,no
25158,divorced,basic.9y,admin.,no
25159,married,university.degree,management,no
25160,divorced,university.degree,admin.,no
25161,married,professional.course,technician,no
25162,married,university.degree,technician,no
25163,married,high.school,services,no
25164,divorced,university.degree,entrepreneur,no
25165,married,basic.4y,blue-collar,no
25166,married,basic.4y,entrepreneur,no
25167,married,high.school,services,no
25168,married,professional.course,technician,no
25169,divorced,basic.4y,technician,
25170,single,professional.course,services,
25171,married,basic.6y,unemployed,no
25172,married,basic.6y,blue-collar,
25173,married,high.school,admin.,
25174,single,basic.9y,blue-collar,no
25175,married,professional.course,blue-collar,no
25176,married,basic.6y,blue-collar,no
25177,married,basic.9y,admin.,no
25178,married,,admin.,
25179,single,professional.course,technician,no
25180,married,basic.4y,entrepreneur,no
25181,married,basic.6y,blue-collar,no
25182,single,professional.course,technician,no
25183,married,university.degree,admin.,no
25184,divorced,university.degree,admin.,no
25185,married,professional.course,blue-collar,no
25186,married,university.degree,admin.,
25187,married,university.degree,management,no
25188,married,university.degree,self-employed,no
25189,married,university.degree,management,no
25190,single,university.degree,management,no
25191,married,high.school,management,no
25192,divorced,high.school,admin.,no
25193,married,professional.course,technician,no
25194,married,university.degree,admin.,no
25195,married,basic.4y,blue-collar,no
25196,married,basic.9y,services,no
25197,married,university.degree,management,no
25198,divorced,basic.9y,blue-collar,no
25199,married,high.school,admin.,no
25200,married,university.degree,management,no
25201,married,university.degree,entrepreneur,
25202,single,professional.course,self-employed,
25203,married,professional.course,blue-collar,
25204,single,university.degree,management,no
25205,married,high.school,admin.,no
25206,married,university.degree,admin.,no
25207,married,basic.9y,blue-collar,no
25208,married,professional.course,unemployed,no
25209,divorced,university.degree,self-employed,no
25210,single,high.school,admin.,no
25211,married,basic.4y,self-employed,no
25212,married,basic.6y,technician,no
25213,married,basic.4y,housemaid,
25214,married,basic.9y,blue-collar,no
25215,married,university.degree,management,no
25216,married,basic.9y,entrepreneur,no
25217,married,university.degree,admin.,no
25218,single,university.degree,student,no
25219,married,basic.9y,technician,no
25220,married,university.degree,admin.,no
25221,married,basic.6y,blue-collar,no
25222,married,high.school,admin.,no
25223,divorced,professional.course,management,no
25224,married,university.degree,management,no
25225,married,university.degree,management,no
25226,divorced,university.degree,admin.,no
25227,divorced,high.school,services,no
25228,single,university.degree,admin.,no
25229,married,university.degree,management,no
25230,married,university.degree,management,no
25231,married,university.degree,admin.,no
25232,married,high.school,admin.,no
25233,married,high.school,admin.,no
25234,single,basic.9y,blue-collar,no
25235,married,university.degree,self-employed,no
25236,married,university.degree,management,no
25237,married,university.degree,management,no
25238,married,high.school,admin.,no
25239,married,university.degree,technician,no
25240,single,university.degree,management,no
25241,married,basic.9y,blue-collar,no
25242,married,professional.course,technician,no
25243,married,professional.course,self-employed,
25244,married,university.degree,admin.,no
25245,married,university.degree,management,no
25246,married,high.school,unemployed,
25247,married,basic.4y,entrepreneur,no
25248,divorced,university.degree,admin.,no
25249,single,basic.9y,services,no
25250,single,university.degree,unemployed,no
25251,married,university.degree,management,no
25252,divorced,professional.course,admin.,no
25253,married,high.school,technician,no
25254,married,university.degree,management,no
25255,married,professional.course,technician,no
25256,married,basic.4y,entrepreneur,no
25257,married,basic.9y,blue-collar,
25258,single,professional.course,technician,no
25259,single,professional.course,unemployed,no
25260,married,basic.4y,blue-collar,no
25261,married,high.school,technician,no
25262,married,professional.course,blue-collar,
25263,married,high.school,admin.,no
25264,married,basic.4y,self-employed,no
25265,single,basic.9y,technician,no
25266,married,university.degree,entrepreneur,no
25267,married,basic.4y,housemaid,no
25268,married,university.degree,admin.,no
25269,married,university.degree,management,no
25270,divorced,university.degree,self-employed,no
25271,single,university.degree,technician,no
25272,married,high.school,management,no
25273,married,university.degree,management,no
25274,married,basic.9y,services,no
25275,married,high.school,services,
25276,married,university.degree,management,no
25277,married,basic.9y,blue-collar,no
25278,married,basic.4y,admin.,
25279,married,professional.course,technician,no
25280,married,professional.course,technician,no
25281,single,university.degree,management,no
25282,married,university.degree,admin.,no
25283,married,university.degree,admin.,no
25284,single,university.degree,admin.,no
25285,single,university.degree,technician,no
25286,married,university.degree,technician,no
25287,divorced,high.school,admin.,no
25288,single,university.degree,technician,no
25289,single,high.school,services,no
25290,married,basic.4y,entrepreneur,no
25291,married,university.degree,admin.,no
25292,married,high.school,admin.,no
25293,single,professional.course,technician,
25294,married,professional.course,unemployed,no
25295,single,university.degree,management,no
25296,single,professional.course,management,no
25297,divorced,professional.course,unemployed,no
25298,married,high.school,self-employed,
25299,married,basic.9y,entrepreneur,no
25300,married,university.degree,management,no
25301,married,professional.course,self-employed,no
25302,divorced,university.degree,retired,no
25303,married,basic.4y,blue-collar,no
25304,married,basic.4y,blue-collar,no
25305,married,high.school,entrepreneur,no
25306,married,basic.6y,blue-collar,no
25307,single,university.degree,admin.,no
25308,single,professional.course,technician,no
25309,single,university.degree,blue-collar,
25310,single,high.school,management,no
25311,married,basic.9y,management,no
25312,married,high.school,entrepreneur,no
25313,divorced,basic.4y,housemaid,no
25314,married,basic.4y,housemaid,no
25315,divorced,basic.4y,housemaid,no
25316,single,professional.course,technician,no
25317,married,university.degree,self-employed,no
25318,married,university.degree,entrepreneur,
25319,married,high.school,retired,
