ID,age,job,marital,education,default,housing,loan,previous
34416,44,services,married,high.school,no,no,no,1
34417,52,technician,married,basic.6y,,no,no,1
34418,32,admin.,single,high.school,no,yes,no,1
34420,52,admin.,married,university.degree,,no,no,1
34422,34,entrepreneur,married,basic.6y,no,yes,no,1
34423,30,student,,basic.9y,no,no,no,2
34427,23,admin.,single,high.school,no,yes,no,1
34429,29,services,married,high.school,,yes,no,1
34432,46,services,married,high.school,no,no,no,1
34433,28,blue-collar,divorced,high.school,no,no,no,2
34435,41,services,married,high.school,no,no,no,1
34440,27,admin.,single,basic.9y,no,yes,no,1
34444,24,services,single,high.school,no,no,no,1
34445,47,services,married,basic.6y,no,yes,no,1
34448,38,blue-collar,married,basic.6y,,no,no,1
34450,24,services,single,high.school,no,no,yes,1
34451,29,services,married,high.school,,yes,no,1
34456,24,services,single,high.school,no,no,no,1
34458,53,services,married,basic.6y,no,yes,no,1
34460,35,blue-collar,married,basic.6y,no,no,no,1
34461,31,entrepreneur,single,university.degree,no,no,no,1
34462,35,blue-collar,married,basic.6y,no,yes,no,1
34470,33,blue-collar,single,basic.9y,,no,no,1
34472,27,technician,single,high.school,no,no,no,1
34474,42,services,divorced,high.school,no,yes,yes,1
34478,30,admin.,single,university.degree,no,yes,no,1
34479,47,blue-collar,married,basic.4y,,no,no,1
34483,28,blue-collar,single,basic.9y,no,yes,no,1
34484,21,student,single,high.school,no,no,no,1
34490,29,blue-collar,married,basic.9y,no,yes,yes,1
34494,26,blue-collar,married,basic.9y,no,no,no,2
34497,30,admin.,married,basic.6y,no,no,no,1
34498,33,admin.,single,high.school,no,no,no,2
34505,28,blue-collar,single,basic.4y,no,no,no,1
34514,30,services,single,high.school,no,yes,no,1
34516,28,blue-collar,single,basic.9y,no,no,no,1
34519,31,admin.,divorced,high.school,no,yes,no,1
34520,32,services,divorced,high.school,no,no,no,1
34521,34,entrepreneur,married,high.school,no,yes,yes,1
34526,33,management,single,university.degree,no,yes,no,1
34527,28,technician,married,university.degree,no,no,no,1
34529,33,admin.,single,high.school,,no,no,1
34534,32,management,single,university.degree,no,no,no,1
34540,25,technician,married,university.degree,no,no,yes,1
34546,33,admin.,married,professional.course,no,,,1
34547,27,admin.,single,university.degree,no,yes,no,1
34548,52,blue-collar,divorced,basic.6y,,yes,no,1
34550,42,management,divorced,university.degree,no,yes,no,1
34551,35,technician,married,professional.course,no,yes,no,1
34552,31,admin.,single,high.school,no,yes,no,1
34554,27,services,single,high.school,no,yes,no,1
34556,40,services,divorced,high.school,no,no,no,1
34557,24,technician,single,professional.course,no,no,no,1
34563,37,blue-collar,married,high.school,,yes,no,1
34564,21,services,single,high.school,no,yes,no,1
34565,28,blue-collar,married,basic.9y,,no,no,1
34569,51,blue-collar,married,basic.4y,no,no,no,1
34572,23,admin.,single,high.school,no,yes,no,1
34574,34,self-employed,married,high.school,no,yes,no,1
34579,35,admin.,single,university.degree,no,yes,no,1
34580,28,management,single,basic.9y,no,yes,no,1
34581,28,blue-collar,single,basic.9y,no,yes,no,1
34584,23,services,single,basic.9y,no,yes,no,1
34588,27,technician,single,professional.course,no,no,no,1
34595,30,blue-collar,married,basic.6y,no,no,no,1
34597,24,blue-collar,single,basic.4y,no,yes,yes,1
34601,31,blue-collar,single,basic.9y,no,no,no,1
34603,39,technician,married,professional.course,no,no,no,1
34604,31,blue-collar,single,basic.9y,no,no,no,1
34606,46,services,married,high.school,no,yes,no,1
34608,32,management,married,high.school,no,,,1
34619,58,entrepreneur,divorced,professional.course,no,yes,no,2
34623,27,admin.,single,high.school,no,yes,yes,1
34627,35,services,married,high.school,no,yes,no,1
34632,31,admin.,married,high.school,no,no,no,1
34633,23,student,single,high.school,no,yes,no,1
34636,36,blue-collar,married,basic.6y,no,yes,yes,1
34641,40,services,divorced,high.school,no,no,yes,1
34642,31,blue-collar,married,basic.4y,no,no,no,1
34645,33,blue-collar,married,basic.6y,no,yes,yes,1
34648,31,technician,single,basic.9y,no,yes,no,1
34657,34,admin.,married,university.degree,no,yes,no,1
34659,33,technician,married,university.degree,no,no,yes,1
34666,37,technician,single,professional.course,no,yes,no,1
34669,29,services,single,high.school,no,yes,no,1
34672,30,blue-collar,married,basic.6y,no,no,yes,1
34679,28,services,single,high.school,no,no,no,1
34683,28,blue-collar,married,basic.9y,,yes,no,1
34685,33,services,single,high.school,no,yes,no,1
34702,38,blue-collar,married,basic.4y,no,no,no,1
34704,51,technician,married,professional.course,no,,,1
34705,27,admin.,married,professional.course,no,yes,yes,1
34706,31,blue-collar,single,basic.9y,no,no,no,1
34710,31,management,single,university.degree,no,yes,no,1
34714,31,blue-collar,single,professional.course,no,yes,no,1
34717,29,admin.,divorced,university.degree,no,yes,no,1
34719,31,blue-collar,married,professional.course,no,yes,no,1
34721,25,student,single,high.school,no,yes,no,1
34723,34,services,married,high.school,no,no,no,1
34726,34,blue-collar,single,basic.4y,,yes,no,1
34730,54,blue-collar,married,basic.9y,no,no,no,2
34731,31,blue-collar,married,basic.4y,no,no,yes,1
34732,52,technician,married,basic.6y,,no,no,1
34737,28,blue-collar,single,basic.9y,,no,no,1
34740,23,technician,single,high.school,no,no,no,1
34741,30,admin.,single,university.degree,no,yes,no,1
34742,47,blue-collar,divorced,basic.9y,no,no,no,2
34745,39,management,married,basic.4y,,yes,no,1
34749,30,admin.,single,university.degree,no,yes,yes,1
34750,24,admin.,married,high.school,no,yes,no,1
34753,37,technician,single,university.degree,no,no,no,1
34755,43,blue-collar,married,basic.4y,no,yes,no,1
34757,42,blue-collar,married,,,no,yes,1
34768,38,entrepreneur,married,university.degree,no,no,no,1
34769,46,blue-collar,married,basic.4y,no,no,no,1
34773,31,technician,married,university.degree,no,yes,yes,1
34778,25,admin.,single,high.school,no,yes,no,1
34779,29,technician,single,high.school,no,no,no,1
34781,27,blue-collar,married,high.school,no,no,no,1
34785,34,blue-collar,married,high.school,no,no,no,1
34792,33,blue-collar,single,high.school,no,yes,yes,1
34802,55,admin.,divorced,university.degree,,no,no,1
34805,33,technician,single,basic.9y,no,no,no,1
34808,21,student,single,high.school,,yes,no,1
34817,30,blue-collar,single,basic.9y,no,yes,no,1
34818,35,services,single,high.school,no,no,yes,1
34824,22,student,single,high.school,no,yes,yes,1
34825,57,retired,married,basic.6y,no,no,no,1
34826,59,management,married,basic.4y,,,,1
34829,26,housemaid,single,,no,yes,yes,1
34832,30,admin.,single,high.school,no,yes,no,1
34833,32,admin.,single,,no,yes,no,1
34834,31,admin.,single,university.degree,no,yes,no,1
34835,23,blue-collar,single,,no,no,no,1
34844,24,services,single,high.school,no,no,no,1
34846,37,admin.,single,high.school,no,yes,no,1
34857,31,technician,single,university.degree,no,yes,no,1
34861,27,admin.,married,university.degree,no,yes,no,1
34867,34,self-employed,single,professional.course,no,yes,no,1
34869,23,admin.,single,high.school,no,yes,no,1
34870,26,technician,single,basic.9y,no,no,no,1
34871,29,blue-collar,single,,no,yes,no,1
34874,33,blue-collar,married,basic.6y,,yes,yes,1
34876,54,retired,divorced,university.degree,no,yes,no,1
34882,29,admin.,married,basic.6y,no,yes,no,1
34884,39,entrepreneur,single,university.degree,no,yes,yes,1
34886,53,services,married,university.degree,no,no,no,1
34890,31,admin.,single,university.degree,no,no,no,1
34891,31,admin.,single,university.degree,no,yes,no,1
34892,28,admin.,married,high.school,no,no,no,1
34893,33,services,married,high.school,no,yes,no,1
34894,30,admin.,single,university.degree,no,no,no,1
34901,42,services,married,high.school,no,no,no,1
34902,29,blue-collar,single,basic.9y,no,yes,no,1
34903,35,blue-collar,divorced,basic.9y,no,no,no,1
34904,30,management,married,university.degree,no,no,no,1
34905,34,blue-collar,married,basic.4y,,no,no,1
34910,29,blue-collar,divorced,high.school,no,yes,no,1
34913,45,admin.,married,university.degree,no,yes,no,1
34915,43,entrepreneur,married,professional.course,no,yes,no,1
34919,39,technician,divorced,high.school,no,yes,no,1
34920,39,technician,divorced,professional.course,no,yes,no,1
34923,30,blue-collar,single,basic.9y,no,yes,no,1
34927,46,services,married,high.school,,yes,no,1
34929,34,services,married,high.school,no,yes,no,1
34931,39,blue-collar,married,basic.6y,,no,no,1
34936,30,retired,single,basic.9y,no,no,no,1
34937,29,blue-collar,divorced,,,no,no,1
34938,34,blue-collar,married,basic.9y,no,no,no,1
34940,24,blue-collar,single,basic.9y,no,no,no,1
34942,51,technician,married,professional.course,no,yes,no,1
34943,50,blue-collar,married,basic.4y,no,no,no,1
34945,25,blue-collar,single,basic.9y,no,no,no,1
34949,53,blue-collar,divorced,basic.4y,no,yes,no,1
34951,56,services,married,high.school,,yes,no,1
34954,42,self-employed,married,professional.course,,no,no,1
34956,34,admin.,married,university.degree,no,yes,no,2
34958,34,technician,divorced,professional.course,no,yes,no,1
34962,59,admin.,divorced,university.degree,no,no,no,1
34967,56,blue-collar,married,basic.9y,,yes,no,1
34971,40,entrepreneur,married,high.school,no,no,no,1
34979,27,technician,single,professional.course,no,yes,no,1
34981,53,services,married,basic.6y,no,no,no,1
34983,46,admin.,married,high.school,no,yes,no,1
34985,33,blue-collar,single,basic.4y,no,yes,no,1
34987,44,management,married,university.degree,no,yes,no,1
34988,55,blue-collar,married,professional.course,no,yes,no,1
34993,38,blue-collar,married,basic.4y,,yes,no,1
34994,35,management,single,university.degree,no,yes,no,1
34996,37,admin.,single,high.school,no,yes,no,2
34999,47,blue-collar,married,high.school,no,yes,no,1
35001,39,admin.,divorced,high.school,no,no,yes,1
35002,44,self-employed,married,university.degree,no,yes,no,1
35006,34,housemaid,married,high.school,,yes,no,1
35015,51,admin.,married,high.school,no,no,yes,1
35024,54,services,single,basic.6y,,no,no,1
35035,32,admin.,single,university.degree,no,yes,no,1
35042,55,housemaid,married,high.school,,yes,no,2
35047,39,admin.,married,university.degree,no,no,no,1
35051,38,services,divorced,high.school,no,yes,no,1
35054,48,blue-collar,married,basic.9y,no,no,yes,1
35055,36,admin.,married,university.degree,no,no,no,1
35064,39,technician,married,,no,yes,yes,1
35065,39,technician,married,,no,yes,yes,1
35066,37,services,married,high.school,no,yes,no,1
35074,57,management,married,basic.4y,,yes,no,1
35077,34,blue-collar,single,high.school,no,no,no,1
35078,33,admin.,single,high.school,no,no,no,1
35082,29,admin.,single,high.school,no,yes,no,1
35088,33,services,married,high.school,no,,,1
35092,53,admin.,married,high.school,no,yes,no,1
35093,24,services,single,high.school,no,no,no,1
35096,29,services,single,basic.9y,no,yes,no,1
35097,33,blue-collar,married,professional.course,no,yes,no,1
35100,54,blue-collar,married,basic.4y,,no,no,1
35101,27,services,single,high.school,no,no,no,1
35102,38,services,divorced,high.school,no,no,no,1
35106,32,technician,single,university.degree,no,yes,yes,1
35108,32,admin.,single,university.degree,no,yes,no,1
35114,31,admin.,single,university.degree,no,yes,yes,1
35116,54,blue-collar,married,basic.4y,no,yes,yes,1
35124,37,services,married,high.school,no,yes,no,1
35127,45,retired,married,basic.6y,,no,yes,1
35128,34,admin.,single,high.school,no,yes,no,1
35129,37,blue-collar,married,basic.6y,no,no,no,1
35134,35,admin.,married,high.school,,yes,no,1
35135,39,blue-collar,divorced,high.school,,no,yes,1
35137,36,technician,divorced,professional.course,no,,,1
35139,39,admin.,married,university.degree,no,yes,no,1
35140,42,services,married,basic.9y,no,yes,no,1
35147,53,technician,divorced,professional.course,no,yes,no,1
35153,28,admin.,single,university.degree,no,yes,no,1
35161,36,services,divorced,university.degree,no,no,no,1
35164,32,technician,single,professional.course,no,no,no,1
35167,35,blue-collar,married,basic.6y,no,yes,no,1
35168,54,management,married,university.degree,no,no,no,1
35170,51,blue-collar,married,basic.9y,,yes,no,1
35173,31,unemployed,married,basic.9y,no,yes,no,1
35174,37,services,married,basic.6y,,yes,no,1
35178,43,admin.,married,high.school,no,yes,no,1
35180,44,blue-collar,married,basic.4y,no,no,no,1
35182,51,blue-collar,married,basic.9y,,no,no,1
35184,30,blue-collar,single,high.school,no,yes,yes,1
35190,32,blue-collar,married,professional.course,no,yes,no,1
35192,54,entrepreneur,married,high.school,no,yes,no,1
35193,60,admin.,divorced,high.school,,yes,no,1
35194,60,admin.,divorced,high.school,,yes,no,1
35201,42,services,married,basic.9y,no,no,no,1
35202,27,blue-collar,single,basic.9y,no,no,no,1
35208,42,admin.,married,basic.9y,,yes,no,1
35213,34,blue-collar,married,professional.course,no,yes,no,1
35218,29,blue-collar,single,basic.9y,no,yes,no,1
35220,32,technician,single,university.degree,no,no,yes,1
35222,29,blue-collar,single,basic.4y,no,yes,no,1
35224,34,services,married,high.school,no,yes,no,1
35225,44,blue-collar,married,high.school,no,yes,no,1
35226,48,blue-collar,married,basic.9y,no,yes,no,1
35227,59,technician,married,,,no,no,1
35228,58,management,married,university.degree,no,yes,no,1
35242,29,admin.,single,basic.6y,no,yes,no,1
35246,31,blue-collar,married,basic.9y,no,yes,no,1
35247,30,blue-collar,married,professional.course,no,no,no,1
35248,35,blue-collar,married,basic.6y,no,no,no,1
35252,29,blue-collar,divorced,high.school,no,no,no,1
35253,30,services,single,high.school,no,no,no,1
35254,26,services,married,high.school,no,yes,no,1
35259,26,blue-collar,single,basic.9y,no,yes,yes,1
35263,55,blue-collar,married,professional.course,no,yes,yes,1
35271,34,technician,single,professional.course,no,yes,no,1
35273,27,admin.,married,basic.6y,no,no,no,1
35276,30,technician,single,high.school,no,yes,yes,1
35277,31,self-employed,divorced,basic.9y,no,yes,no,1
35281,39,admin.,married,university.degree,no,no,no,1
35283,29,admin.,single,high.school,no,,,1
35292,60,retired,divorced,high.school,,no,no,2
35296,27,technician,single,professional.course,no,no,no,1
35301,34,admin.,married,high.school,no,yes,no,1
35302,34,blue-collar,divorced,basic.9y,no,yes,no,1
35305,26,blue-collar,married,basic.9y,no,no,no,1
35319,47,technician,divorced,university.degree,no,no,no,1
35322,23,technician,single,high.school,no,yes,no,1
35324,35,blue-collar,married,basic.6y,no,no,no,1
35328,41,admin.,single,high.school,no,yes,no,1
35329,41,blue-collar,single,basic.9y,no,no,no,1
35330,29,admin.,single,high.school,no,no,no,1
35331,34,admin.,single,university.degree,no,no,no,1
35336,37,management,married,university.degree,no,no,no,1
35337,47,blue-collar,married,high.school,no,yes,no,1
35338,26,entrepreneur,married,professional.course,no,no,no,2
35342,34,technician,single,university.degree,no,no,no,1
35345,26,technician,single,professional.course,no,no,no,1
35346,49,blue-collar,married,basic.9y,no,no,no,2
35348,37,admin.,single,high.school,no,no,yes,1
35351,30,blue-collar,single,basic.6y,no,no,no,1
35352,25,blue-collar,single,basic.9y,no,yes,no,1
35353,29,admin.,single,high.school,no,no,no,1
35355,34,management,divorced,,no,yes,no,1
35356,29,blue-collar,married,basic.6y,no,yes,no,1
35358,43,blue-collar,divorced,basic.9y,,yes,yes,1
35360,24,services,single,basic.9y,no,yes,yes,1
35362,29,blue-collar,divorced,basic.4y,no,yes,no,1
35363,23,blue-collar,single,professional.course,no,yes,no,1
35365,43,admin.,married,high.school,no,yes,no,1
35366,34,blue-collar,single,basic.9y,no,no,no,1
35369,37,admin.,divorced,high.school,no,no,no,1
35371,34,blue-collar,single,basic.6y,,yes,no,1
35373,31,services,married,high.school,no,yes,no,1
35378,24,services,single,high.school,no,yes,yes,2
35381,58,admin.,divorced,high.school,,no,no,1
35383,43,blue-collar,married,high.school,no,no,no,1
35384,50,entrepreneur,married,high.school,no,yes,yes,1
35387,33,technician,single,university.degree,no,no,no,1
35390,38,blue-collar,divorced,basic.4y,,no,no,1
35393,32,technician,single,,no,yes,yes,1
35394,32,admin.,single,,no,yes,yes,1
35402,41,management,married,,no,yes,no,1
35404,28,services,single,basic.9y,no,no,yes,1
35406,25,admin.,single,university.degree,no,yes,no,1
35408,31,technician,single,university.degree,no,yes,no,1
35411,30,admin.,divorced,university.degree,no,yes,no,1
35414,55,technician,married,professional.course,no,no,yes,1
35420,50,housemaid,married,basic.9y,no,yes,no,1
35426,48,admin.,divorced,university.degree,no,no,no,1
35430,41,admin.,married,university.degree,,no,no,1
35433,44,blue-collar,single,basic.9y,no,yes,no,1
35439,49,blue-collar,divorced,professional.course,no,no,no,1
35447,38,technician,single,professional.course,no,yes,no,1
35453,36,admin.,married,high.school,,yes,no,1
35455,40,admin.,single,high.school,no,no,no,1
35456,57,admin.,single,high.school,no,yes,no,1
35459,21,student,single,high.school,no,no,no,1
35461,45,blue-collar,single,high.school,,yes,no,1
35465,27,services,single,university.degree,no,yes,yes,1
35468,46,admin.,divorced,basic.6y,no,no,no,1
35478,36,admin.,married,high.school,,yes,yes,1
35487,29,services,married,high.school,no,yes,no,1
35489,30,admin.,married,basic.9y,no,yes,yes,1
35492,45,blue-collar,single,high.school,,yes,no,1
35493,31,admin.,married,university.degree,no,no,no,1
35494,28,admin.,single,university.degree,no,no,no,1
35495,47,management,married,high.school,no,no,no,2
35497,28,admin.,single,university.degree,no,yes,no,1
35501,23,blue-collar,single,high.school,no,yes,no,1
35503,44,admin.,married,basic.6y,no,no,no,1
35504,39,admin.,single,professional.course,no,yes,no,1
35505,48,blue-collar,married,basic.4y,no,no,no,1
35506,44,admin.,married,basic.6y,no,,,1
35511,41,management,married,high.school,no,no,no,2
35513,45,services,divorced,high.school,no,no,no,1
35515,37,blue-collar,married,basic.4y,,yes,no,2
35518,24,admin.,single,university.degree,,no,no,1
35522,35,admin.,divorced,high.school,no,yes,no,1
35533,37,blue-collar,married,professional.course,no,yes,no,1
35539,41,management,divorced,high.school,no,no,no,1
35547,52,admin.,divorced,high.school,no,yes,yes,1
35548,38,technician,single,professional.course,no,no,no,1
35551,41,technician,single,high.school,no,yes,no,1
35556,41,admin.,single,high.school,no,no,no,1
35573,31,technician,divorced,high.school,no,no,no,1
35574,36,blue-collar,married,basic.9y,no,yes,no,1
35580,39,entrepreneur,married,university.degree,,yes,no,1
35586,33,admin.,single,professional.course,no,no,no,1
35588,30,services,married,university.degree,no,,,1
35590,32,self-employed,married,university.degree,no,no,yes,1
35591,47,services,married,high.school,no,yes,yes,1
35597,43,technician,married,professional.course,no,no,yes,1
35598,23,blue-collar,single,high.school,no,no,no,1
35604,49,retired,married,high.school,no,no,no,1
35613,44,management,divorced,university.degree,no,no,no,1
35616,29,services,single,high.school,no,yes,no,1
35620,41,admin.,single,high.school,no,no,no,1
35627,32,admin.,married,university.degree,no,yes,yes,1
35643,33,unemployed,married,basic.4y,no,no,no,1
35646,40,admin.,single,high.school,no,yes,no,1
35654,41,unemployed,married,professional.course,no,no,no,1
35656,41,blue-collar,married,basic.9y,no,yes,yes,1
35664,43,technician,married,professional.course,no,yes,no,1
35667,55,services,married,high.school,no,no,no,1
35668,58,management,married,university.degree,no,no,no,1
35672,38,technician,married,university.degree,no,yes,no,1
35673,32,management,single,university.degree,,yes,no,1
35675,31,blue-collar,single,basic.9y,no,yes,no,1
35678,57,retired,divorced,university.degree,no,no,no,1
35680,56,technician,single,professional.course,no,yes,no,1
35681,37,self-employed,single,basic.4y,no,yes,no,1
35684,46,admin.,single,university.degree,no,yes,no,1
35694,46,blue-collar,married,basic.9y,no,yes,no,1
35697,27,services,single,high.school,no,yes,yes,1
35701,39,admin.,single,university.degree,no,yes,yes,1
35706,46,admin.,single,university.degree,no,yes,yes,1
35720,45,services,married,high.school,no,no,no,1
35734,34,blue-collar,married,basic.9y,no,yes,no,1
35735,36,admin.,married,high.school,,yes,no,1
35737,38,technician,single,professional.course,no,yes,no,1
35739,36,services,single,high.school,no,yes,no,1
35743,33,entrepreneur,single,university.degree,no,no,no,1
35745,28,services,divorced,high.school,no,yes,no,1
35747,29,admin.,married,high.school,no,yes,no,1
35748,49,technician,married,high.school,,no,no,1
35752,22,technician,single,basic.9y,no,no,no,1
35753,52,admin.,divorced,high.school,no,yes,no,1
35762,26,admin.,single,university.degree,no,yes,no,1
35763,47,admin.,single,university.degree,no,no,no,1
35782,33,entrepreneur,single,university.degree,no,yes,no,1
35791,33,technician,single,professional.course,no,no,no,1
35794,56,technician,single,professional.course,no,yes,no,1
35797,31,blue-collar,single,high.school,no,yes,no,1
35808,44,blue-collar,single,basic.9y,no,no,no,1
35813,37,management,divorced,university.degree,no,yes,no,1
35819,58,admin.,married,university.degree,no,yes,no,1
35822,25,unemployed,married,university.degree,no,no,no,1
35826,32,services,married,high.school,,no,no,1
35829,40,technician,single,professional.course,no,yes,no,1
35831,43,entrepreneur,married,professional.course,no,yes,yes,1
35832,38,services,married,high.school,no,yes,no,1
35834,45,admin.,single,university.degree,no,no,no,1
35836,35,technician,divorced,professional.course,no,no,no,1
35837,26,technician,single,university.degree,no,no,no,1
35840,48,entrepreneur,married,university.degree,no,yes,no,1
35842,45,admin.,married,,no,no,no,1
35848,71,housemaid,married,,no,yes,no,1
35851,27,admin.,single,university.degree,no,no,no,1
35853,27,admin.,single,university.degree,no,yes,no,1
35856,83,retired,married,basic.9y,no,yes,yes,3
35857,30,admin.,married,university.degree,no,yes,no,1
35865,57,admin.,married,basic.6y,no,no,no,1
35871,18,student,single,high.school,no,no,no,1
35872,18,student,single,high.school,no,yes,no,2
35875,62,technician,married,professional.course,no,yes,no,1
35876,29,admin.,,university.degree,no,no,no,1
35880,43,technician,married,high.school,no,no,no,1
35883,28,technician,single,professional.course,no,no,no,1
35888,40,management,married,high.school,no,no,no,1
35899,48,services,married,high.school,no,no,no,2
35902,27,admin.,married,university.degree,no,no,yes,1
35904,34,admin.,married,university.degree,no,yes,no,1
35910,24,admin.,single,university.degree,no,no,no,1
35912,44,services,married,high.school,no,yes,yes,1
35920,54,management,married,university.degree,no,no,no,1
35933,46,admin.,single,university.degree,no,no,no,1
35940,34,admin.,married,university.degree,no,yes,no,1
35941,43,blue-collar,married,basic.9y,no,no,yes,1
35943,32,admin.,single,university.degree,,yes,no,1
35946,26,,single,basic.9y,no,yes,yes,1
35948,37,technician,married,university.degree,no,yes,no,1
35952,36,self-employed,married,university.degree,no,no,yes,1
35953,33,unemployed,married,high.school,no,yes,no,1
35959,46,unemployed,married,basic.9y,no,yes,no,1
35962,34,admin.,married,university.degree,no,yes,no,1
35966,34,technician,single,professional.course,no,no,yes,1
35971,27,management,single,university.degree,no,yes,no,1
35973,78,retired,married,high.school,no,yes,no,2
35976,32,admin.,married,university.degree,no,no,no,2
35979,54,blue-collar,married,basic.4y,no,,,1
35980,47,admin.,divorced,high.school,no,yes,no,1
35984,36,self-employed,married,university.degree,no,yes,no,1
35985,34,technician,single,professional.course,no,yes,no,1
35988,44,blue-collar,married,professional.course,no,yes,yes,1
35991,29,admin.,single,university.degree,no,no,yes,1
35992,26,admin.,single,university.degree,no,no,no,1
35995,36,admin.,married,university.degree,no,no,no,1
35996,59,self-employed,married,university.degree,no,yes,no,1
35997,31,management,married,high.school,no,yes,no,1
35998,49,blue-collar,married,basic.9y,no,no,no,2
35999,60,retired,married,university.degree,no,yes,no,1
36000,32,admin.,married,university.degree,no,yes,no,2
36004,34,admin.,married,university.degree,no,no,no,1
36012,39,admin.,married,high.school,no,yes,no,1
36018,51,retired,married,high.school,no,yes,no,1
36023,61,,single,basic.4y,no,yes,no,1
36026,27,admin.,single,university.degree,no,no,no,1
36028,31,technician,single,university.degree,no,no,no,1
36031,45,admin.,divorced,university.degree,no,no,no,1
36033,33,admin.,married,university.degree,no,yes,no,1
36035,28,unemployed,single,high.school,no,no,yes,1
36038,31,admin.,married,high.school,no,yes,no,1
36043,28,blue-collar,married,basic.9y,no,yes,no,2
36044,54,admin.,divorced,professional.course,no,yes,no,1
36047,36,admin.,married,professional.course,no,no,no,1
36049,36,services,married,high.school,no,yes,no,1
36050,37,entrepreneur,single,basic.9y,no,yes,no,1
36051,36,services,married,high.school,no,yes,no,2
36053,28,admin.,single,university.degree,no,no,no,2
36055,42,admin.,married,university.degree,no,yes,no,1
36056,31,technician,single,university.degree,no,yes,yes,1
36057,22,student,single,high.school,no,no,no,2
36060,33,admin.,single,university.degree,no,yes,no,2
36064,42,services,married,high.school,no,yes,no,1
36066,27,services,married,university.degree,no,yes,no,1
36070,36,admin.,married,basic.9y,no,yes,no,1
36072,49,management,single,university.degree,no,yes,yes,1
36080,48,blue-collar,married,high.school,no,no,no,1
36082,25,admin.,single,university.degree,no,no,no,1
36084,33,technician,married,university.degree,no,no,no,1
36089,22,technician,single,,no,no,no,1
36098,49,admin.,single,university.degree,no,no,no,1
36100,49,admin.,single,university.degree,no,no,no,1
36104,59,self-employed,married,university.degree,no,no,no,1
36107,26,student,single,,no,yes,no,1
36108,30,admin.,single,high.school,no,yes,no,1
36110,27,services,married,university.degree,no,no,no,1
36122,31,admin.,single,high.school,no,no,no,1
36123,54,unemployed,married,basic.9y,no,no,no,1
36124,34,admin.,married,university.degree,no,yes,yes,1
36132,31,blue-collar,married,basic.4y,no,no,no,1
36139,37,blue-collar,married,basic.9y,no,yes,no,1
36140,56,technician,married,basic.4y,no,no,no,1
36142,31,admin.,married,university.degree,no,yes,no,1
36145,34,admin.,married,university.degree,no,yes,no,1
36146,29,management,married,university.degree,no,yes,no,1
36151,26,self-employed,single,university.degree,no,no,no,1
36161,66,,divorced,,,yes,no,1
36167,26,self-employed,single,university.degree,no,no,no,1
36168,52,admin.,married,university.degree,no,no,no,1
36172,30,student,single,high.school,no,yes,no,1
36177,26,student,single,high.school,no,yes,no,1
36184,53,self-employed,married,university.degree,no,no,yes,1
36185,34,admin.,married,university.degree,no,no,no,1
36188,34,admin.,married,university.degree,no,yes,no,1
36189,38,management,married,university.degree,no,yes,no,1
36198,35,admin.,married,high.school,no,yes,no,1
36200,37,entrepreneur,divorced,university.degree,no,yes,no,1
36202,23,student,single,high.school,no,yes,no,1
36209,35,admin.,married,high.school,no,yes,no,2
36214,26,technician,single,university.degree,no,yes,no,1
36215,24,management,single,university.degree,no,yes,no,1
36217,45,admin.,divorced,professional.course,no,yes,yes,1
36224,60,admin.,married,university.degree,no,yes,no,1
36231,24,student,single,high.school,,no,no,1
36232,53,admin.,divorced,high.school,no,yes,no,1
36233,32,admin.,married,university.degree,no,yes,no,1
36236,36,unemployed,single,university.degree,no,yes,no,1
36242,45,unemployed,married,basic.9y,no,yes,no,1
36245,22,student,single,basic.6y,no,yes,no,1
36247,25,technician,married,university.degree,no,no,no,1
36250,28,admin.,single,university.degree,no,no,no,1
36254,32,technician,married,professional.course,no,,,1
36259,36,technician,married,university.degree,no,no,no,1
36263,27,admin.,married,university.degree,no,,,1
36266,57,blue-collar,divorced,basic.4y,no,no,no,1
36272,33,services,single,high.school,no,no,no,1
36274,30,technician,single,basic.9y,no,no,no,1
36277,49,management,married,university.degree,no,yes,no,1
36279,44,housemaid,married,university.degree,no,no,no,1
36281,34,admin.,single,university.degree,no,no,no,1
36282,24,blue-collar,single,basic.9y,no,,,1
36285,77,management,single,basic.9y,no,no,no,1
36292,36,admin.,married,university.degree,no,no,no,1
36293,33,unemployed,single,university.degree,no,no,no,1
36294,31,technician,married,,no,yes,no,1
36295,56,retired,divorced,university.degree,no,yes,no,1
36298,36,unemployed,married,university.degree,,yes,no,1
36301,36,self-employed,married,university.degree,no,no,yes,1
36317,39,admin.,married,university.degree,no,yes,no,1
36321,26,technician,single,professional.course,no,yes,no,1
36327,26,technician,divorced,university.degree,no,yes,no,1
36335,40,admin.,single,high.school,no,yes,no,1
36339,35,services,married,high.school,no,yes,yes,1
36341,31,admin.,single,university.degree,no,yes,no,1
36342,47,management,married,basic.9y,no,yes,no,1
36348,67,admin.,married,basic.4y,,yes,no,1
36351,32,services,single,professional.course,no,yes,no,2
36354,37,technician,single,university.degree,no,no,no,1
36356,49,admin.,divorced,university.degree,no,yes,no,1
36361,27,student,married,university.degree,no,no,no,1
36363,31,blue-collar,single,basic.9y,no,yes,yes,2
36364,32,technician,single,high.school,no,no,no,1
36368,24,student,single,high.school,no,no,no,1
36372,32,services,married,high.school,no,,,1
